,Recency,Frequency,Monetry,Cluster
2060,20,20,36985.0,1
2061,134,23,57265.0,1
2062,9,344,731403.0,0
2063,9,278,601924.0,0
2064,9,22,41338.0,1
2065,81,92,28683.0,1
2066,3,55,125270.0,1
2067,4,132,300532.0,1
2068,50,7,51942.0,1
2069,4,720,2440215.0,0
2070,360,4,18108.0,2
2071,20,29,38187.0,1
2072,10,103,101362.0,1
2073,403,27,56256.0,2
2074,321,41,20384.0,2
2075,32,5,11940.0,1
2076,335,5,142420.0,2
2077,38,110,238890.0,1
2078,323,11,21408.0,2
2079,81,23,40918.0,1
2080,265,3,6010.0,2
2081,20,95,320112.0,1
2082,369,6,10863.0,2
2083,10,17,90984.0,1
2084,13,29,75781.0,1
2085,9,63,50620.0,1
2086,71,21,57750.0,1
2087,20,19,49221.0,1
2088,5,92,552884.0,1
2089,3,231,1880310.0,0
2090,44,51,152555.0,1
2091,10,19,58743.0,1
2092,4,326,1051522.0,0
2093,20,35,132168.0,1
2094,41,10,25048.0,1
2095,11,13,137620.0,1
2096,12,96,155752.0,1
2097,26,142,274224.0,1
2098,359,9,49972.0,2
2099,12,37,85857.0,1
2100,72,9,47454.0,1
2101,2,43,102165.0,1
2102,137,20,43800.0,1
2103,10,52,101157.0,1
2104,241,7,11150.0,2
2105,324,25,49607.0,2
2106,2,110,225525.0,1
2107,11,43,71273.0,1
2108,93,2,11076.0,1
2109,15,166,759560.0,1
2110,177,9,32461.0,2
2111,17,119,251353.0,1
2112,368,10,29830.0,2
2113,262,5,75720.0,2
2114,16,31,58238.0,1
2115,360,16,38446.0,2
2116,235,23,51112.0,2
2117,18,8,17941.0,1
2118,9,58,154037.0,1
2119,10,126,464819.0,1
2120,241,23,63678.0,2
2121,114,31,91496.0,1
2122,17,14,31338.0,1
2123,15,143,291750.0,1
2124,299,15,45703.0,2
2125,2,99,196073.0,1
2126,11,52,142637.0,1
2127,58,52,104417.0,1
2128,44,83,229414.0,1
2129,10,111,272369.0,1
2130,82,22,41500.0,1
2131,10,34,79134.0,1
2132,14,89,339225.0,1
2133,239,33,65006.0,2
2134,12,6,43088.0,1
2135,9,358,836961.0,0
2136,11,121,1355096.0,0
2137,9,44,99580.0,1
2138,20,55,134430.0,1
2139,12,18,45303.0,1
2140,10,47,115487.0,1
2141,149,6,11513.0,2
2142,47,8,25244.0,1
2143,15,34,69124.0,1
2144,44,78,218736.0,1
2145,142,19,38316.0,1
2146,324,10,21688.0,2
2147,112,12,20580.0,1
2148,40,23,53042.0,1
2149,13,82,184196.0,1
2150,49,6,12736.0,1
2151,29,11,206936.0,1
2152,24,2,43306.0,1
2153,18,48,297226.0,1
2154,9,275,312522.0,0
2155,58,63,90357.0,1
2156,5,47,104517.0,1
2157,9,42,83635.0,1
2158,10,52,17100.0,1
2159,50,12,38679.0,1
2160,355,21,41329.0,2
2161,173,16,17533.0,2
2162,19,150,289931.0,1
2163,52,3,25542.0,1
2164,23,21,70789.0,1
2165,13,88,267623.0,1
2166,16,59,145941.0,1
2167,5,212,1031503.0,0
2168,9,108,551846.0,1
2169,203,25,21961.0,2
2170,14,200,452282.0,1
2171,20,41,77878.0,1
2172,3,192,525877.0,1
2173,40,7,243469.0,1
2174,10,28,64828.0,1
2175,14,247,648034.0,0
2176,261,31,68949.0,2
2177,17,26,72815.0,1
2178,10,58,158855.0,1
2179,11,12,22403.0,1
2180,47,21,39251.0,1
2181,1,2489,7966054.0,5
2182,15,48,113740.0,1
2183,111,1,6800.0,1
2184,203,24,46634.0,2
2185,10,38,96854.0,1
2186,327,1,26300.0,2
2187,4,33,69752.0,1
2188,47,16,29493.0,1
2189,50,36,43453.0,1
2190,51,106,323099.0,1
2191,65,49,80593.0,1
2192,111,49,27496.0,1
2193,19,29,54538.0,1
2194,53,10,27119.0,1
2195,37,61,124223.0,1
2196,10,13,110944.0,1
2197,370,35,202432.0,2
2198,209,16,122592.0,2
2199,13,98,49240.0,1
2200,54,36,20656.0,1
2201,10,88,77212.0,1
2202,81,17,247144.0,1
2203,42,26,53908.0,1
2204,88,21,40730.0,1
2205,7,32,52778.0,1
2206,36,23,40516.0,1
2207,19,17,31193.0,1
2208,371,5,29064.0,2
2209,163,9,20400.0,2
2210,13,72,62239.0,1
2211,526,5,14670.0,2
2212,9,233,223543.0,1
2213,107,63,95772.0,1
2214,30,14,30164.0,1
2215,9,519,356880.0,0
2216,5,561,1183977.0,0
2217,70,13,51670.0,1
2218,362,7,62856.0,2
2219,242,17,42194.0,2
2220,11,29,112334.0,1
2221,10,149,207044.0,1
2222,81,44,85528.0,1
2223,16,96,235755.0,1
2224,22,4,52590.0,1
2225,66,95,282435.0,1
2226,142,27,323508.0,1
2227,20,137,245662.0,1
2228,73,3,17754.0,1
2229,45,117,156727.0,1
2230,17,196,474067.0,1
2231,52,37,189038.0,1
2232,220,8,69639.0,2
2233,14,306,794296.0,0
2234,173,43,86703.0,2
2235,50,12,42184.0,1
2236,14,31,58259.0,1
2237,271,10,17052.0,2
2238,181,1,61600.0,2
2239,6,85,210873.0,1
2240,20,12,32352.0,1
2241,69,85,257398.0,1
2242,326,7,11703.0,2
2243,113,14,35212.0,1
2244,261,6,10554.0,2
2245,20,74,170624.0,1
2246,2,50,112756.0,1
2247,12,13,83674.0,1
2248,150,41,100352.0,2
2249,75,8,47675.0,1
2250,18,58,54490.0,1
2251,9,153,139261.0,1
2252,265,34,33300.0,2
2253,12,122,406604.0,1
2254,12,100,161750.0,1
2255,173,10,25753.0,2
2256,9,39,95922.0,1
2257,109,48,82235.0,1
2258,10,193,505719.0,1
2259,86,28,66466.0,1
2260,25,8,22032.0,1
2261,15,53,123053.0,1
2262,328,6,12466.0,2
2263,284,2,11010.0,2
2264,107,17,52658.0,1
2265,9,300,173122.0,0
2266,9,306,205931.0,0
2267,21,6,17184.0,1
2268,27,83,58852.0,1
2269,24,10,20764.0,1
2270,15,53,65585.0,1
2271,33,59,133825.0,1
2272,23,29,17200.0,1
2273,20,329,143512.0,0
2274,264,45,24069.0,2
2275,73,25,18738.0,1
2276,55,62,47785.0,1
2277,169,2,68880.0,2
2278,2,385,398514.0,0
2279,50,219,181903.0,1
2280,267,5,14178.0,2
2281,331,9,20334.0,2
2282,79,28,62108.0,1
2283,14,62,134637.0,1
2284,9,30,57288.0,1
2285,9,58,67546.0,1
2286,2,286,181786.0,0
2287,363,25,21555.0,2
2288,47,60,70556.0,1
2289,264,58,31093.0,2
2290,26,7,20568.0,1
2291,355,58,25490.0,2
2292,11,11,30704.0,1
2293,32,7,16688.0,1
2294,19,157,121930.0,1
2295,17,103,756444.0,1
2296,86,57,46159.0,1
2297,13,53,66295.0,1
2298,51,29,49315.0,1
2299,12,27,56193.0,1
2300,3,77,60284.0,1
2301,114,76,49529.0,1
2302,30,11,223736.0,1
2303,81,29,61131.0,1
2304,50,46,173937.0,1
2305,117,45,106810.0,1
2306,9,106,1266152.0,1
2307,43,88,41207.0,1
2308,2,189,518257.0,1
2309,9,86,323168.0,1
2310,102,2,10728.0,1
2311,25,55,139519.0,1
2312,15,155,390362.0,1
2313,9,35,95370.0,1
2314,9,299,224476.0,0
2315,12,125,189528.0,1
2316,22,16,158300.0,1
2317,3,519,1604760.0,0
2318,20,68,142643.0,1
2319,9,241,842554.0,0
2320,363,70,18190.0,2
2321,82,13,6892.0,1
2322,12,98,490634.0,1
2323,23,164,142793.0,1
2324,173,46,57368.0,2
2325,14,92,124658.0,1
2326,333,1,25082.0,2
2327,20,160,106323.0,1
2328,157,7,16342.0,2
2329,9,313,1764683.0,0
2330,9,216,472737.0,1
2331,50,15,7921.0,1
2332,234,27,41934.0,2
2333,10,219,256845.0,1
2334,2,18,50286.0,1
2335,11,198,361867.0,1
2336,9,57,76204.0,1
2337,85,10,47020.0,1
2338,25,1,44112.0,1
2339,3,179,100713.0,1
2340,36,4,15938.0,1
2341,14,165,291298.0,1
2342,107,26,31213.0,1
2343,10,673,577045.0,0
2344,16,108,195167.0,1
2345,9,228,251913.0,1
2346,26,262,176773.0,1
2347,11,86,87396.0,1
2348,174,78,53983.0,2
2349,104,24,12304.0,1
2350,8,41,75117.0,1
2351,20,15,33451.0,1
2352,115,29,11195.0,1
2353,200,28,16815.0,2
2354,9,261,501802.0,0
2355,55,81,36147.0,1
2356,8,702,685901.0,0
2357,13,115,192709.0,1
2358,5,61,71404.0,1
2359,9,29,55464.0,1
2360,15,17,11419.0,1
2361,10,56,70597.0,1
2362,47,14,25982.0,1
2363,9,922,695665.0,0
2364,25,31,40596.0,1
2365,9,20,57580.0,1
2366,11,31,85864.0,1
2367,357,1,14742.0,2
2368,23,114,209842.0,1
2369,53,8,21018.0,1
2370,20,7,28303.0,1
2371,3,53,97695.0,1
2372,73,31,182235.0,1
2373,9,330,514048.0,0
2374,9,57,78096.0,1
2375,5,215,318817.0,1
2376,9,103,72413.0,1
2377,178,168,85977.0,2
2378,9,45,113185.0,1
2379,13,39,30638.0,1
2380,74,13,14765.0,1
2381,40,51,40660.0,1
2382,13,146,87878.0,1
2383,15,44,91714.0,1
2384,24,125,89482.0,1
2385,177,31,61487.0,2
2386,56,9,109452.0,1
2387,18,30,55305.0,1
2388,50,24,57286.0,1
2389,101,5,24156.0,1
2390,11,104,228957.0,1
2391,15,84,161146.0,1
2392,9,23,44097.0,1
2393,54,16,31718.0,1
2394,28,52,108378.0,1
2395,12,414,925902.0,0
2396,9,52,167165.0,1
2397,87,2,8160.0,1
2398,53,17,29769.0,1
2399,11,67,144739.0,1
2400,10,91,287658.0,1
2401,19,13,18096.0,1
2402,10,60,145080.0,1
2403,14,18,34600.0,1
2404,53,6,15752.0,1
2405,23,43,186600.0,1
2406,63,6,21939.0,1
2407,9,429,1307135.0,0
2408,9,48,95866.0,1
2409,130,3,41200.0,1
2410,15,104,205111.0,1
2411,5,18,138458.0,1
2412,5,214,398393.0,1
2413,142,19,35918.0,1
2414,117,34,72195.0,1
2415,73,68,206702.0,1
2416,81,49,112418.0,1
2417,5,157,377345.0,1
2418,50,61,157207.0,1
2419,10,177,423897.0,1
2420,20,15,28891.0,1
2421,11,25,90636.0,1
2422,53,15,30040.0,1
2423,307,2,-10680.0,2
2424,142,25,57991.0,1
2425,5,495,1552745.0,0
2426,17,119,270975.0,1
2427,17,36,74329.0,1
2428,169,238,108545.0,2
2429,20,51,73419.0,1
2430,13,36,59211.0,1
2431,169,27,69374.0,2
2432,49,2,88440.0,1
2433,9,32,86186.0,1
2434,11,21,43839.0,1
2435,94,6,155976.0,1
2436,29,21,114576.0,1
2437,16,37,68935.0,1
2438,45,47,93001.0,1
2439,26,1,5160.0,1
2440,18,56,105920.0,1
2441,51,11,35815.0,1
2442,27,94,200814.0,1
2443,80,5,45748.0,1
2444,114,9,20422.0,1
2445,51,19,43417.0,1
2446,16,116,303601.0,1
2447,70,13,39048.0,1
2448,220,1,13968.0,2
2449,100,35,85208.0,1
2450,297,12,21026.0,2
2451,11,81,334548.0,1
2452,13,155,367569.0,1
2453,15,133,237867.0,1
2454,13,21,58733.0,1
2455,9,216,451567.0,1
2456,50,33,84261.0,1
2457,53,12,46356.0,1
2458,9,110,142836.0,1
2459,50,78,182134.0,1
2460,9,67,118456.0,1
2461,119,10,26987.0,1
2462,10,168,361204.0,1
2463,121,9,29186.0,1
2464,5,19,40776.0,1
2465,107,2,15372.0,1
2466,9,12,26994.0,1
2467,1,78,719118.0,1
2468,267,22,51802.0,2
2469,9,177,311700.0,1
2470,21,18,37754.0,1
2471,174,89,82501.0,2
2472,3,237,200480.0,1
2473,266,5,24768.0,2
2474,14,117,280591.0,1
2475,203,6,18864.0,2
2476,10,59,111470.0,1
2477,9,214,124914.0,1
2478,45,297,396965.0,0
2479,139,6,20033.0,1
2480,14,53,127475.0,1
2481,144,20,40232.0,1
2482,20,35,41596.0,1
2483,146,118,158934.0,1
2484,239,7,19030.0,2
2485,9,937,643420.0,0
2486,25,128,75094.0,1
2487,20,91,66637.0,1
2488,9,72,257542.0,1
2489,365,41,24292.0,2
2490,108,12,25560.0,1
2491,20,32,52646.0,1
2492,16,302,677311.0,0
2493,52,4,-14575.0,1
2494,205,6,7980.0,2
2495,40,73,148745.0,1
2496,214,14,40426.0,2
2497,17,10,18424.0,1
2498,115,26,152639.0,1
2499,14,81,143854.0,1
2500,10,176,620479.0,1
2501,40,8,59680.0,1
2502,51,9,23444.0,1
2503,9,88,88210.0,1
2504,85,3,5376.0,1
2505,9,65,125747.0,1
2506,142,29,23791.0,1
2507,12,93,121126.0,1
2508,50,21,17550.0,1
2509,3,295,331826.0,0
2510,11,412,365592.0,0
2511,18,1,13968.0,1
2512,51,29,55293.0,1
2513,3,149,305274.0,1
2514,10,192,64540.0,1
2515,10,45,95684.0,1
2516,26,9,22333.0,1
2517,220,7,28544.0,2
2518,10,37,70712.0,1
2519,9,63,117683.0,1
2520,12,188,418511.0,1
2521,10,11,39472.0,1
2522,116,27,77629.0,1
2523,10,117,5044512.0,0
2524,7,10,73949.0,1
2525,10,25,31453.0,1
2526,46,7,14120.0,1
2527,134,18,32798.0,1
2528,243,22,120164.0,2
2529,14,29,58423.0,1
2530,18,21,42315.0,1
2531,11,44,301242.0,1
2532,20,14,40134.0,1
2533,9,87,311225.0,1
2534,50,280,663374.0,0
2535,10,206,123233.0,1
2536,359,25,57864.0,2
2537,20,35,26199.0,1
2538,51,76,194369.0,1
2539,21,13,117993.0,1
2540,150,42,86463.0,2
2541,2,134,310503.0,1
2542,18,7,251328.0,1
2543,14,98,137562.0,1
2544,16,119,87156.0,1
2545,10,69,131835.0,1
2546,52,8,63054.0,1
2547,2,273,540270.0,0
2548,10,307,713169.0,0
2549,17,31,110694.0,1
2550,51,48,107534.0,1
2551,18,210,436757.0,1
2552,9,43,54787.0,1
2553,81,112,152946.0,1
2554,22,139,265224.0,1
2555,13,41,215951.0,1
2556,208,40,164199.0,2
2557,9,74,234402.0,1
2558,10,49,318572.0,1
2559,17,123,256264.0,1
2560,293,17,25874.0,2
2561,10,62,67494.0,1
2562,4,33,109130.0,1
2563,19,12,-50372.0,1
2564,173,20,64792.0,2
2565,55,69,216614.0,1
2566,15,133,205765.0,1
2567,41,51,106086.0,1
2568,9,41,72753.0,1
2569,12,69,135280.0,1
2570,107,54,106292.0,1
2571,17,274,271814.0,0
2572,50,50,117711.0,1
2573,51,12,12748.0,1
2574,10,24,47824.0,1
2575,10,161,3243332.0,0
2576,9,65,137140.0,1
2577,59,28,55309.0,1
2578,15,50,168376.0,1
2579,18,8,13631.0,1
2580,50,11,21384.0,1
2581,19,140,460112.0,1
2582,39,22,49990.0,1
2583,20,97,39319.0,1
2584,190,22,19122.0,2
2585,52,30,18697.0,1
2586,5,140,354165.0,1
2587,14,80,96442.0,1
2588,5,652,2139358.0,0
2589,21,14,47738.0,1
2590,10,191,202556.0,1
2591,11,141,121247.0,1
2592,20,546,446593.0,0
2593,38,147,111079.0,1
2594,26,18,7833.0,1
2595,11,23,270114.0,1
2596,15,40,104608.0,1
2597,102,45,28855.0,1
2598,6,461,481769.0,0
2599,17,15,23647.0,1
2600,9,76,53659.0,1
2601,20,128,48652.0,1
2602,10,137,562737.0,1
2603,2,130,67674.0,1
2604,370,106,43307.0,2
2605,79,32,51641.0,1
2606,204,23,61366.0,2
2607,3,49,50777.0,1
2608,11,16,40134.0,1
2609,10,12,25046.0,1
2610,82,12,16884.0,1
2611,13,91,52340.0,1
2612,168,61,76084.0,2
2613,77,40,33100.0,1
2614,150,11,22317.0,2
2615,136,24,30997.0,1
2616,2,87,167780.0,1
2617,369,4,8037.0,2
2618,24,51,46465.0,1
2619,13,114,57860.0,1
2620,9,75,605585.0,1
2621,38,30,21842.0,1
2622,10,151,178345.0,1
2623,4,248,121689.0,1
2624,174,7,21188.0,2
2625,1,267,173554.0,1
2626,179,19,32958.0,2
2627,9,160,189204.0,1
2628,16,12,13716.0,1
2629,44,40,40332.0,1
2630,20,143,90570.0,1
2631,13,58,21906.0,1
2632,173,25,41978.0,2
2633,403,12,43694.0,2
2634,373,21,21015.0,2
2635,167,12,24747.0,2
2636,10,21,49673.0,1
2637,5,119,372260.0,1
2638,22,74,159253.0,1
2639,240,11,17226.0,2
2640,40,7,17513.0,1
2641,117,18,51188.0,1
2642,16,77,848097.0,1
2643,262,1,3708.0,2
2644,134,14,45716.0,1
2645,78,6,35718.0,1
2646,367,2,19784.0,2
2647,83,29,217510.0,1
2648,38,60,124346.0,1
2649,24,19,48880.0,1
2650,6,103,206209.0,1
2651,3,43,85894.0,1
2652,9,91,102097.0,1
2653,10,103,210559.0,1
2654,10,185,550667.0,1
2655,9,42,53182.0,1
2656,82,7,12342.0,1
2657,20,28,62196.0,1
2658,9,122,106920.0,1
2659,24,84,52201.0,1
2660,3,21,63546.0,1
2661,18,11,37072.0,1
2662,22,34,499878.0,1
2663,242,5,35737.0,2
2664,11,177,450968.0,1
2665,85,24,50685.0,1
2666,15,98,57370.0,1
2667,20,65,159927.0,1
2668,81,49,162358.0,1
2669,90,43,325058.0,1
2670,26,97,445292.0,1
2671,23,113,198502.0,1
2672,3,275,387237.0,0
2673,12,37,164242.0,1
2674,31,14,29944.0,1
2675,20,140,217497.0,1
2676,20,27,25210.0,1
2677,50,52,100890.0,1
2678,7,3,5044.0,1
2679,9,559,371808.0,0
2680,55,35,51379.0,1
2681,89,131,121921.0,1
2682,9,509,413555.0,0
2683,9,103,328544.0,1
2684,14,218,75929.0,1
2685,212,8,16049.0,2
2686,10,385,234201.0,0
2687,24,33,62454.0,1
2688,9,90,116827.0,1
2689,16,86,50154.0,1
2690,9,212,440700.0,1
2691,9,94,180078.0,1
2692,5,136,3035863.0,0
2693,13,148,78024.0,1
2694,4,183,113873.0,1
2695,4,237,179860.0,1
2696,50,32,26458.0,1
2697,100,28,51509.0,1
2698,4,164,445913.0,1
2699,10,46,111136.0,1
2700,264,76,75982.0,2
2701,50,101,91172.0,1
2702,20,62,47878.0,1
2703,30,28,61750.0,1
2704,50,32,34846.0,1
2705,18,16,147223.0,1
2706,10,226,5754682.0,5
2707,18,29,44172.0,1
2708,11,100,75550.0,1
2709,6,1152,1044599.0,0
2710,19,22,57229.0,1
2711,88,55,113622.0,1
2712,18,39,109698.0,1
2713,130,28,59242.0,1
2714,10,65,164893.0,1
2715,33,5,245476.0,1
2716,23,75,151874.0,1
2717,16,39,101691.0,1
2718,16,83,180043.0,1
2719,90,9,31384.0,1
2720,50,312,145860.0,0
2721,175,10,26358.0,2
2722,55,34,50292.0,1
2723,9,84,230547.0,1
2724,146,70,95153.0,1
2725,45,8,14489.0,1
2726,50,68,81782.0,1
2727,7,134,258136.0,1
2728,10,180,176559.0,1
2729,277,1,-3069.0,2
2730,99,64,161666.0,1
2731,264,23,46572.0,2
2732,366,74,47133.0,2
2733,9,102,200773.0,1
2734,9,33,105656.0,1
2735,51,21,43912.0,1
2736,200,23,66708.0,2
2737,299,2,12744.0,2
2738,4,131,287897.0,1
2739,200,1,9376.0,2
2740,21,21,169431.0,1
2741,82,11,21520.0,1
2742,14,227,349151.0,1
2743,72,31,175602.0,1
2744,300,38,54832.0,2
2745,25,167,131409.0,1
2746,11,40,140110.0,1
2747,43,18,39579.0,1
2748,107,53,111718.0,1
2749,116,1,2100.0,1
2750,9,67,138643.0,1
2751,265,12,38200.0,2
2752,241,10,23935.0,2
2753,12,67,223635.0,1
2754,52,39,95948.0,1
2755,54,83,164172.0,1
2756,12,57,227112.0,1
2757,13,48,171170.0,1
2758,10,29,37344.0,1
2759,16,13,54198.0,1
2760,40,6,14724.0,1
2761,11,31,371084.0,1
2762,85,49,115194.0,1
2763,15,18,98340.0,1
2764,48,354,170786.0,0
2765,19,16,58218.0,1
2766,44,30,23673.0,1
2767,175,8,15784.0,2
2768,15,284,217121.0,0
2769,209,35,71521.0,2
2770,14,30,30389.0,1
2771,69,16,55740.0,1
2772,10,32,176695.0,1
2773,15,212,114088.0,1
2774,113,38,126900.0,1
2775,53,16,41074.0,1
2776,232,16,20410.0,2
2777,368,13,33888.0,2
2778,9,117,745905.0,1
2779,70,40,84640.0,1
2780,9,89,234945.0,1
2781,52,78,431200.0,1
2782,4,364,1862565.0,0
2783,22,38,80239.0,1
2784,264,21,61196.0,2
2785,60,37,94538.0,1
2786,464,1,-831.0,2
2787,21,31,78464.0,1
2788,10,36,115066.0,1
2789,89,30,75889.0,1
2790,16,37,73369.0,1
2791,4,118,291208.0,1
2792,251,1,18160.0,2
2793,12,237,521610.0,0
2794,166,29,93665.0,2
2795,142,22,50301.0,1
2796,306,1,14328.0,2
2797,6,18,48504.0,1
2798,12,136,240588.0,1
2799,269,29,222850.0,2
2800,44,89,235829.0,1
2801,13,138,369904.0,1
2802,24,19,90622.0,1
2803,47,14,49072.0,1
2804,40,22,169222.0,1
2805,2,501,662755.0,0
2806,169,2,4022.0,2
2807,236,6,97873.0,2
2808,20,35,101389.0,1
2809,12,99,466956.0,1
2810,9,85,257999.0,1
2811,14,127,263729.0,1
2812,61,3,8070.0,1
2813,41,69,157257.0,1
2814,11,87,170200.0,1
2815,13,23,131800.0,1
2816,11,58,127367.0,1
2817,52,15,38536.0,1
2818,142,8,24684.0,1
2819,10,11,27602.0,1
2820,12,176,1339400.0,0
2821,81,11,39478.0,1
2822,42,28,855461.0,1
2823,10,15,40174.0,1
2824,10,46,146796.0,1
2825,22,31,65303.0,1
2826,10,219,550788.0,1
2827,9,297,941377.0,0
2828,16,67,140508.0,1
2829,20,11,27300.0,1
2830,50,6,26436.0,1
2831,3,149,651200.0,1
2832,237,19,44311.0,2
2833,81,14,48552.0,1
2834,5,179,135244.0,1
2835,4,115,245317.0,1
2836,361,18,49208.0,2
2837,59,36,70304.0,1
2838,24,57,53737.0,1
2839,9,97,100801.0,1
2840,12,63,69915.0,1
2841,26,19,45412.0,1
2842,50,66,86813.0,1
2843,14,45,147561.0,1
2844,3,115,952138.0,1
2845,89,24,60294.0,1
2846,20,43,77752.0,1
2847,83,6,17310.0,1
2848,46,44,128257.0,1
2849,81,14,29233.0,1
2850,268,37,105563.0,2
2851,47,18,30543.0,1
2852,30,90,401237.0,1
2853,9,97,118323.0,1
2854,262,137,103734.0,2
2855,16,96,192044.0,1
2856,17,134,133144.0,1
2857,211,8,36966.0,2
2858,106,7,32970.0,1
2859,88,47,119004.0,1
2860,14,35,72124.0,1
2861,15,38,124714.0,1
2862,81,25,50309.0,1
2863,14,47,101045.0,1
2864,81,20,52358.0,1
2865,14,21,47926.0,1
2866,25,142,455525.0,1
2867,11,662,335176.0,0
2868,9,295,457277.0,0
2869,9,51,46405.0,1
2870,212,91,195538.0,2
2871,12,93,175995.0,1
2872,173,16,21387.0,2
2873,64,7,19650.0,1
2874,53,69,221259.0,1
2875,264,24,50692.0,2
2876,367,21,-38138.0,2
2877,10,123,529764.0,1
2878,16,274,331835.0,0
2879,260,14,104010.0,2
2880,177,2,4859.0,2
2881,15,135,670301.0,1
2882,51,18,116825.0,1
2883,16,124,91129.0,1
2884,361,3,-3268.0,2
2885,13,260,660555.0,0
2886,81,61,106260.0,1
2887,81,45,93077.0,1
2888,354,54,146451.0,2
2889,8,134,191760.0,1
2890,117,25,56421.0,1
2891,403,65,41179.0,2
2892,197,33,77529.0,2
2893,177,6,110868.0,2
2894,11,25,59477.0,1
2895,22,109,204098.0,1
2896,82,17,257648.0,1
2897,49,11,22909.0,1
2898,7,167,213834.0,1
2899,9,109,103808.0,1
2900,174,8,18412.0,2
2901,12,19,37601.0,1
2902,22,120,272688.0,1
2903,10,79,182104.0,1
2904,46,22,37304.0,1
2905,23,27,69082.0,1
2906,12,12,28954.0,1
2907,19,167,653050.0,1
2908,142,22,49172.0,1
2909,18,44,84965.0,1
2910,264,1,37000.0,2
2911,41,44,89621.0,1
2912,20,37,80726.0,1
2913,5,16,39061.0,1
2914,331,14,26600.0,2
2915,10,155,361868.0,1
2916,43,69,179956.0,1
2917,9,19,43982.0,1
2918,15,3,43056.0,1
2919,15,56,136474.0,1
2920,81,16,29088.0,1
2921,2,37,45861.0,1
2922,228,1,23750.0,2
2923,12,118,55678.0,1
2924,13,20,62464.0,1
2925,6,320,342397.0,0
2926,20,318,525295.0,0
2927,20,41,27606.0,1
2928,9,154,199535.0,1
2929,17,30,1448208.0,1
2930,37,10,20362.0,1
2931,13,11,27120.0,1
2932,78,20,11915.0,1
2933,111,153,81573.0,1
2934,25,84,255185.0,1
2935,84,15,40997.0,1
2936,20,47,47644.0,1
2937,13,2,10674.0,1
2938,50,38,72533.0,1
2939,20,92,106483.0,1
2940,9,234,195058.0,1
2941,292,9,5798.0,2
2942,10,60,134881.0,1
2943,19,8,20380.0,1
2944,9,28,64118.0,1
2945,9,94,769126.0,1
2946,65,39,46831.0,1
2947,17,32,25595.0,1
2948,9,34,78984.0,1
2949,2,110,264813.0,1
2950,8,68,229316.0,1
2951,5,671,443772.0,0
2952,25,106,111914.0,1
2953,10,90,80419.0,1
2954,55,5,14180.0,1
2955,20,53,83408.0,1
2956,22,51,179530.0,1
2957,21,18,48036.0,1
2958,9,130,110631.0,1
2959,3,76,62530.0,1
2960,20,116,204424.0,1
2961,14,228,163300.0,1
2962,9,97,45106.0,1
2963,10,110,57238.0,1
2964,20,128,136917.0,1
2965,268,4,88140.0,2
2966,18,23,51182.0,1
2967,5,109,287498.0,1
2968,10,31,163178.0,1
2969,81,102,86584.0,1
2970,11,33,72480.0,1
2971,10,59,69213.0,1
2972,9,88,42015.0,1
2973,329,4,13168.0,2
2974,54,35,219191.0,1
2975,270,45,32780.0,2
2976,3,358,371895.0,0
2977,46,100,278652.0,1
2978,10,210,225109.0,1
2979,13,86,205444.0,1
2980,20,72,54448.0,1
2981,11,29,41275.0,1
2982,2,197,601766.0,1
2983,268,60,39584.0,2
2984,48,15,20029.0,1
2985,101,23,54904.0,1
2986,48,5,33756.0,1
2987,20,62,23362.0,1
2988,16,172,273686.0,1
2989,9,232,273260.0,1
2990,20,45,27448.0,1
2991,54,35,18987.0,1
2992,57,31,34447.0,1
2993,23,7,14333.0,1
2994,50,54,29210.0,1
2995,27,72,136687.0,1
2996,11,102,80862.0,1
2997,12,52,121764.0,1
2998,9,380,5094946.0,0
2999,25,18,44294.0,1
3000,110,6,12170.0,1
3001,18,21,43146.0,1
3002,3,372,256284.0,0
3003,108,9,30820.0,1
3004,85,1,-382.0,1
3005,111,2,28507.0,1
3006,59,6,34727.0,1
3007,15,83,85782.0,1
3008,10,8,45888.0,1
3009,9,17,25517.0,1
3010,9,109,193443.0,1
3011,6,132,104993.0,1
3012,8,282,465064.0,0
3013,71,24,46056.0,1
3014,2,174,83447.0,1
3015,11,85,90760.0,1
3016,9,63,29355.0,1
3017,212,2,388.0,2
3018,142,36,38148.0,1
3019,203,20,22390.0,2
3020,17,43,84834.0,1
3021,151,11,40792.0,2
3022,88,14,32861.0,1
3023,132,1,734.0,1
3024,10,99,229732.0,1
3025,18,111,280874.0,1
3026,15,9,26288.0,1
3027,7,202,458410.0,1
3028,30,135,120173.0,1
3029,179,33,17486.0,2
3030,83,4,10348.0,1
3031,9,85,196754.0,1
3032,20,236,185437.0,1
3033,9,148,199772.0,1
3034,83,2,10559.0,1
3035,16,182,78220.0,1
3036,52,171,99260.0,1
3037,17,13,29306.0,1
3038,19,19,41747.0,1
3039,8,367,225110.0,0
3040,17,28,69768.0,1
3041,10,146,320997.0,1
3042,10,17,43804.0,1
3043,20,35,35167.0,1
3044,81,53,100727.0,1
3045,20,18,39044.0,1
3046,75,19,15618.0,1
3047,14,26,48715.0,1
3048,81,42,46786.0,1
3049,9,31,77670.0,1
3050,50,39,93821.0,1
3051,81,62,184573.0,1
3052,297,50,123730.0,2
3053,4,97,85755.0,1
3054,38,97,206399.0,1
3055,19,136,372281.0,1
